-1471.38122	1840.229117
-1471.284965	1840.202004
-1471.188711	1840.174891
-1471.092457	1840.147777
-1470.996203	1840.120662
-1470.89995	1840.093547
-1470.803696	1840.066432
-1470.707442	1840.039316
-1470.611189	1840.0122
-1470.514936	1839.985084
-1470.418682	1839.957967
-1470.322429	1839.93085
-1470.226176	1839.903732
-1470.129924	1839.876614
-1470.033671	1839.849496
-1469.937418	1839.822377
-1469.841166	1839.795258
-1469.744913	1839.768138
-1469.648661	1839.741018
-1469.552409	1839.713897
-1469.456157	1839.686776
-1469.359905	1839.659655
-1469.263653	1839.632533
-1469.167401	1839.605411
-1469.07115	1839.578289
-1468.974898	1839.551166
-1468.878647	1839.524043
-1468.782395	1839.496919
-1468.686144	1839.469795
-1468.589893	1839.442671
-1468.493642	1839.415546
-1468.397391	1839.388421
-1468.301141	1839.361295
-1468.20489	1839.334169
-1468.10864	1839.307043
-1468.012389	1839.279916
-1467.916139	1839.252789
-1467.819889	1839.225662
-1467.723638	1839.198534
-1467.627389	1839.171406
-1467.531139	1839.144277
-1467.434889	1839.117148
-1467.338639	1839.090019
-1467.24239	1839.062889
-1467.14614	1839.035759
-1467.049891	1839.008629
-1466.953641	1838.981498
-1466.857392	1838.954367
-1466.761143	1838.927235
-1466.664894	1838.900103
-1466.568645	1838.872971
-1466.472397	1838.845839
-1466.376148	1838.818706
-1466.2799	1838.791572
-1466.183651	1838.764439
-1466.087403	1838.737305
-1465.991154	1838.71017
-1465.894906	1838.683035
-1465.798658	1838.6559
-1465.70241	1838.628765
-1465.606162	1838.601629
-1465.509915	1838.574493
-1465.413667	1838.547356
-1465.31742	1838.520219
-1465.221172	1838.493082
-1465.124925	1838.465944
-1465.028677	1838.438807
-1464.93243	1838.411668
-1464.836183	1838.38453
-1464.739936	1838.357391
-1464.643689	1838.330251
-1464.547443	1838.303112
-1464.451196	1838.275972
-1464.354949	1838.248831
-1464.258703	1838.221691
-1464.162457	1838.19455
-1464.06621	1838.167408
-1463.969964	1838.140267
-1463.873718	1838.113125
-1463.777472	1838.085983
-1463.681226	1838.05884
-1463.58498	1838.031697
-1463.488734	1838.004554
-1463.392489	1837.97741
-1463.296243	1837.950266
-1463.199998	1837.923122
-1463.103752	1837.895977
-1463.007507	1837.868832
-1462.911262	1837.841687
-1462.815017	1837.814541
-1462.718772	1837.787395
-1462.622527	1837.760249
-1462.526282	1837.733103
-1462.430037	1837.705956
-1462.333793	1837.678809
-1462.237548	1837.651661
-1462.141304	1837.624513
-1462.045059	1837.597365
-1461.948815	1837.570217
-1461.852571	1837.543068
-1461.756327	1837.515919
-1461.660082	1837.48877
-1461.563839	1837.46162
-1461.467595	1837.43447
-1461.371351	1837.40732
-1461.275107	1837.380169
-1461.178864	1837.353018
-1461.08262	1837.325867
-1460.986377	1837.298716
-1460.890133	1837.271564
-1460.79389	1837.244412
-1460.697647	1837.21726
-1460.601404	1837.190107
-1460.505161	1837.162954
-1460.408918	1837.135801
-1460.312675	1837.108647
-1460.216432	1837.081493
-1460.120189	1837.054339
-1460.023947	1837.027185
-1459.927704	1837.00003
-1459.831462	1836.972875
-1459.735219	1836.94572
-1459.638977	1836.918565
-1459.542735	1836.891409
-1459.446493	1836.864253
-1459.350251	1836.837096
-1459.254009	1836.80994
-1459.157767	1836.782783
-1459.061525	1836.755625
-1458.965283	1836.728468
-1458.869041	1836.70131
-1458.7728	1836.674152
-1458.676558	1836.646994
-1458.580317	1836.619835
-1458.484076	1836.592676
-1458.387834	1836.565517
-1458.291593	1836.538358
-1458.195352	1836.511198
-1458.099111	1836.484038
-1458.00287	1836.456878
-1457.906629	1836.429717
-1457.810388	1836.402557
-1457.714147	1836.375396
-1457.617907	1836.348234
-1457.521666	1836.321073
-1457.425426	1836.293911
-1457.329185	1836.266749
-1457.232945	1836.239587
-1457.136704	1836.212424
-1457.040464	1836.185261
-1456.944224	1836.158098
-1456.847984	1836.130935
-1456.751744	1836.103772
-1456.655504	1836.076608
-1456.559264	1836.049444
-1456.463024	1836.022279
-1456.366784	1835.995115
-1456.270545	1835.96795
-1456.174305	1835.940785
-1456.078065	1835.91362
-1455.981826	1835.886454
-1455.885587	1835.859288
-1455.789347	1835.832122
-1455.693108	1835.804956
-1455.596869	1835.77779
-1455.50063	1835.750623
-1455.40439	1835.723456
-1455.308151	1835.696289
-1455.211913	1835.669121
-1455.115674	1835.641954
-1455.019435	1835.614786
-1454.923196	1835.587618
-1454.826957	1835.560449
-1454.730719	1835.533281
-1454.63448	1835.506112
-1454.538242	1835.478943
-1454.442003	1835.451774
-1454.345765	1835.424604
-1454.249527	1835.397434
-1454.153288	1835.370264
-1454.05705	1835.343094
-1453.960812	1835.315924
-1453.864574	1835.288753
-1453.768336	1835.261583
-1453.672098	1835.234412
-1453.57586	1835.20724
