-517.6759342,495.1377366
-527.2086466,480.6003501
-527.2269777,480.5560845
-527.2453278,480.5117669
-527.2636965,480.4673972
-527.2820836,480.4229757
-527.3004886,480.3785024
-527.3189113,480.3339774
-527.3373512,480.2894008
-527.3558081,480.2447727
-527.3742815,480.2000932
-527.3927711,480.1553624
-527.4112765,480.1105803
-527.4297975,480.0657472
-527.4483337,480.020863
-527.4668846,479.9759279
-527.48545,479.9309419
-527.5040295,479.8859053
-527.5226227,479.8408179
-527.5412293,479.79568
-527.559849,479.7504917
-527.5784813,479.705253
-527.597126,479.659964
-527.6157827,479.6146249
-527.634451,479.5692357
-527.6531306,479.5237965
-527.6718212,479.4783074
-527.6905223,479.4327686
-527.7092336,479.38718
-527.7279548,479.3415419
-527.7466856,479.2958542
-527.7654255,479.2501172
-527.7841742,479.2043308
-527.8029314,479.1584952
-527.8216967,479.1126105
-527.8404697,479.0666768
-527.8592502,479.0206941
-527.8780378,478.9746626
-527.896832,478.9285823
-527.9156326,478.8824534
-527.9344392,478.836276
-527.9532515,478.7900501
-527.972069,478.7437758
-527.9908915,478.6974532
-528.0097186,478.6510825
-528.02855,478.6046638
-528.0473852,478.558197
-528.066224,478.5116823
-528.0850659,478.4651199
-528.1039107,478.4185098
-528.122758,478.371852
-528.1416074,478.3251468
-528.1604586,478.2783941
-528.1793112,478.2315942
-528.1981649,478.184747
-528.2170193,478.1378527
-528.2358741,478.0909113
-528.2547289,478.0439231
-528.2735833,477.996888
-528.2924371,477.9498061
-528.3112899,477.9026776
-528.3301412,477.8555025
-528.3489909,477.808281
-528.3678384,477.7610131
-528.3866835,477.713699
-528.4055258,477.6663387
-528.4243649,477.6189323
-528.4432005,477.5714799
-528.4620323,477.5239816
-528.4808599,477.4764376
-528.4996829,477.4288478
-528.5185011,477.3812125
-528.5373139,477.3335316
-528.5561212,477.2858053
-528.5749224,477.2380337
-528.5937174,477.1902169
-528.6125057,477.142355
-528.631287,477.094448
-528.6500609,477.0464961
-528.6688271,476.9984993
-528.6875852,476.9504578
-528.7063349,476.9023717
-528.7250758,476.854241
-528.7438075,476.8060658
-528.7625298,476.7578463
-528.7812423,476.7095825
-528.7999445,476.6612745
-528.8186362,476.6129225
-528.8373171,476.5645265
-528.8559867,476.5160865
-528.8746446,476.4676028
-528.8932907,476.4190754
-528.9119244,476.3705044
-528.9305455,476.3218899
-528.9491536,476.2732319
-528.9677483,476.2245307
-528.9863294,476.1757862
-529.0048963,476.1269986
-529.0234489,476.0781679
-529.0419867,476.0292943
-529.0605093,475.9803779
-529.0790165,475.9314188
-529.0975079,475.8824169
-529.1159831,475.8333725
-529.1344418,475.7842857
-529.1528837,475.7351565
-529.1713082,475.685985
-529.1897153,475.6367714
-529.2081043,475.5875156
-529.2264751,475.5382179
-529.2448273,475.4888783
-529.2631605,475.4394969
-529.2814743,475.3900738
-529.2997684,475.3406091
-529.3180425,475.2911028
-529.3362963,475.2415552
-529.3545292,475.1919662
-529.3727411,475.142336
-529.3909315,475.0926647
-529.4091001,475.0429524
-529.4272465,474.9931991
-529.4453705,474.943405
-529.4634716,474.8935701
-529.4815494,474.8436945
-529.4996038,474.7937784
-529.5176342,474.7438219
-529.5356403,474.693825
-529.5536218,474.6437878
-529.5715783,474.5937104
-529.5895096,474.5435929
-529.6074151,474.4934355
-529.6252946,474.4432381
-529.6431478,474.393001
-529.6609742,474.3427242
-529.6787735,474.2924077
-529.6965454,474.2420518
-529.7142895,474.1916564
-529.7320055,474.1412217
-529.7496929,474.0907478
-529.7673516,474.0402347
-529.784981,473.9896826
-529.8025809,473.9390916
-529.8201509,473.8884617
-529.8376906,473.8377931
-529.8551998,473.7870858
-529.872678,473.7363399
-529.8901249,473.6855556
-529.9075401,473.6347329
-529.9249233,473.583872
-529.9422741,473.5329728
-529.9595923,473.4820356
-529.9768773,473.4310604
-529.994129,473.3800473
-530.0113469,473.3289964
-530.0285306,473.2779078
-530.0456799,473.2267816
-530.0627944,473.1756178
-530.0798737,473.1244167
-530.0969174,473.0731782
-530.1139253,473.0219025
-530.1308969,472.9705897
-530.147832,472.9192398
-530.1647301,472.867853
-530.1815909,472.8164293
-530.1984141,472.7649689
-530.2151993,472.7134718
-530.2319461,472.6619382
-530.2486543,472.6103681
-530.2653234,472.5587616
-530.2819531,472.5071189
-530.298543,472.4554399
-530.3150929,472.4037249
-530.3316022,472.3519739
-530.3480708,472.300187
-530.3644982,472.2483643
-530.3808841,472.1965059
-530.3972281,472.1446119
-530.4135299,472.0926823
-530.4297892,472.0407174
-530.4460055,471.9887171
-530.4621786,471.9366816
-530.478308,471.8846109
-530.4943934,471.8325052
-530.5104345,471.7803646
-530.526431,471.7281891
-530.5423824,471.6759789
-530.5582884,471.623734
-530.5741487,471.5714545
-530.5899628,471.5191406
-530.6057306,471.4667923
-530.6214516,471.4144097
